group	marker	position
1B	Cluster_1466|Contig3|original@3973	71.9
1B	Cluster_14|Contig1420|complementarySeq@1025	71.9
1B	Cluster_14|Contig1422|likelySeq@107	71.9
1B	Cluster_17325|Contig1|original@107	71.9
1B	Cluster_17686|Contig1|original@410	71.9
1B	Cluster_23451|Contig1|original@575	71.9
1B	Cluster_2347|Contig1|original@221	71.9
1B	Cluster_243|Contig2|original@93	71.9
1B	Cluster_2656|Contig2|original@666	71.9
1B	Cluster_2656|Contig2|original@938	71.9
1B	Cluster_2710|Contig1|original@913	71.9
1B	Cluster_2796|Contig1|complementarySeq@814	71.9
1B	Cluster_2796|Contig2|complementarySeq@775	71.9
1B	Cluster_30534|Contig1|original@776	71.9
1B	Cluster_3642|Contig3|original@2076	71.9
1B	Cluster_3720|Contig1|complementarySeq@1378	71.9
1B	Cluster_3905|Contig8|original@178	71.9
1B	Cluster_4160|Contig1|original@1066	71.9
1B	Cluster_4328|Contig2|original@1721	71.9
1B	Cluster_486|Contig14|original@2969	71.9
1B	Cluster_6019|Contig1|original@2083	71.9
1B	Cluster_6019|Contig2|original@1396	71.9
1B	Cluster_6159|Contig1|original@487	71.9
1B	Cluster_6159|Contig2|likelySeq@972	71.9
1B	Cluster_7111|Contig1|original@168	71.9
1B	Cluster_7344|Contig2|original@1267	71.9
1B	Cluster_7643|Contig3|original@2499	71.9
1B	Cluster_7961|Contig2|original@231	71.9
1B	Cluster_9675|Contig1|likelySeq@1802	71.9
1B	Cluster_9838|Contig1|complementarySeq@790	71.9
1B	Cluster_4781|Contig1|complementarySeq@475	72.2
1B	Cluster_8333|Contig1|original@242	72.2
1B	Traes_1BS_217BCBF47@819	72.2
1B	Cluster_3642|Contig1|complementarySeq@3104	73.1
1B	Cluster_3110|Contig4|original@897	74.7
1B	Cluster_10703|Contig1|original@176	75.5
1B	Cluster_13919|Contig1|original@1012	75.5
1B	Cluster_13919|Contig2|original@800	75.5
1B	Cluster_13919|Contig4|original@152	75.5
1B	Cluster_16446|Contig6|original@136	75.5
1B	Cluster_3471|Contig4|original@82	75.5
1B	Cluster_4808|Contig1|original@646	75.5
1B	Cluster_9360|Contig2|original@1299	75.5
1B	Cluster_5775|Contig12|original@79	76.5
1B	Cluster_2464|Contig1|complementarySeq@1533	76.8
1B	Cluster_8464|Contig1|complementarySeq@782	76.8
1B	Cluster_10549|Contig2|original@1150	77.1
1B	Cluster_3027|Contig2|likelySeq@921	77.1
1B	Cluster_12653|Contig1|complementarySeq@1319	80.2
1B	Cluster_8299|Contig1|original@1563	80.5
1B	Cluster_10369|Contig2|complementarySeq@86	80.9
1B	Cluster_21779|Contig1|complementarySeq@1188	80.9
1B	Cluster_10114|Contig1|likelySeq@276	81.2
1B	Cluster_11129|Contig2|original@416	81.2
1B	Cluster_14250|Contig1|original@386	81.2
1B	Cluster_2048|Contig1|likelySeq@1858	81.2
1B	Cluster_27183|Contig1|original@780	81.2
1B	Cluster_8492|Contig2|original@342	81.2
1B	Cluster_7781|Contig2|original@1020	81.6
1B	Cluster_800|Contig3|likelySeq@1439	81.6
1B	Cluster_10369|Contig2|likelySeq@86	82.1
1B	Cluster_17745|Contig2|original@921	82.1
1B	Cluster_3961|Contig2|original@2302	82.1
1B	Cluster_4445|Contig1|complementarySeq@1855	82.1
1B	Cluster_4445|Contig2|original@678	82.1
1B	Cluster_4783|Contig1|original@3602	82.1
1B	Cluster_710|Contig1|likelySeq@469	82.1
1B	Cluster_7834|Contig1|original@586	82.1
1B	Cluster_8763|Contig1|complementarySeq@238	82.1
1B	Cluster_8763|Contig1|likelySeq@507	82.1
1B	Cluster_9445|Contig2|original@1090	82.1
1B	Cluster_2231|Contig1|original@506	82.4
1B	Cluster_4109|Contig1|likelySeq@255	82.4
1B	Cluster_4109|Contig1|likelySeq@316	82.4
1B	Cluster_6129|Contig1|original@362	83.6
1B	Cluster_6129|Contig1|original@862	83.6
1B	Cluster_19343|Contig2|original@379	84.8
1B	Cluster_9036|Contig1|likelySeq@678	84.8
1B	Cluster_121|Contig1|complementarySeq@780	85.1
1B	Cluster_9130|Contig2|original@765	85.1
1B	Cluster_3495|Contig1|original@1938	86.6
1B	Cluster_895|Contig1|likelySeq@413	86.6
1B	Cluster_3494|Contig2|complementarySeq@106	88
1B	Cluster_13685|Contig1|likelySeq@373	89.8
1B	Cluster_26218|Contig1|likelySeq@222	89.8
1B	Cluster_7719|Contig1|complementarySeq@318	89.8
1B	Cluster_199|Contig1|original@435	90.2
1B	Cluster_1553|Contig3|original@996	90.7
1B	Cluster_9801|Contig4|original@181	90.7
1B	Cluster_9801|Contig5|original@158	90.7
1B	Cluster_13948|Contig3|likelySeq@782	91.1
1B	Cluster_12508|Contig1|likelySeq@201	91.5
1B	Cluster_3881|Contig1|original@351	91.5
1B	Cluster_15509|Contig1|original@1088	92.5
1B	Cluster_1553|Contig1|original@1334	92.5
1B	Cluster_13887|Contig1|original@320	92.8
1B	Cluster_13753|Contig2|likelySeq@367	93.1
1B	Cluster_2605|Contig1|original@1266	93.1
1B	Cluster_2605|Contig2|original@1505	93.1
1B	Cluster_10930|Contig1|original@1625	93.6
1B	Cluster_1229|Contig10|complementarySeq@843	93.6
1B	Cluster_1553|Contig1|original@1501	93.6
1B	Cluster_1553|Contig1|original@1543	93.6
1B	Cluster_19536|Contig1|original@232	93.6
1B	Cluster_6191|Contig3|original@506	93.6
1B	Cluster_5271|Contig2|original@198	94
1B	Cluster_3095|Contig2|original@431	96.1
1B	Cluster_3234|Contig1|original@220	96.1
1B	Cluster_5137|Contig1|original@367	96.1
1B	Cluster_5137|Contig2|complementarySeq@2153	96.1
1B	Cluster_127|Contig1|original@135	96.7
1B	Cluster_3095|Contig2|original@1299	96.7
1B	Cluster_10756|Contig1|original@490	97.8
1B	Cluster_10023|Contig2|complementarySeq@1021	99.8
1B	Cluster_5679|Contig1|original@203	100.7
1B	Cluster_11776|Contig1|original@1290	101.4
1B	Cluster_3568|Contig1|original@234	101.4
1B	Cluster_3732|Contig2|original@253	101.4
1B	Cluster_8686|Contig1|original@1571	101.7
1B	Cluster_1390|Contig1|original@350	102.5
1B	Cluster_4344|Contig2|original@284	102.9
1B	Cluster_8155|Contig1|original@1968	102.9
1B	Cluster_8159|Contig4|original@781	102.9
1B	Cluster_5938|Contig1|likelySeq@236	103.8
1B	Cluster_771|Contig3|original@3030	103.8
1B	Cluster_17661|Contig1|original@506	104.1
1B	Cluster_4286|Contig2|original@1355	104.1
1B	Cluster_6650|Contig3|original@101	104.1
1B	Cluster_2497|Contig1|original@88	105.9
1B	Cluster_11613|Contig2|likelySeq@665	106.2
1B	Cluster_1171|Contig1|complementarySeq@687	107.2
1B	Cluster_3722|Contig1|likelySeq@567	107.2
1B	Cluster_9893|Contig2|complementarySeq@512	107.2
1B	Cluster_10031|Contig2|original@787	108.1
1B	Cluster_3548|Contig1|original@674	108.1
1B	Cluster_6560|Contig2|complementarySeq@895	108.1
1B	Cluster_8754|Contig1|original@142	108.1
1B	Cluster_8754|Contig2|complementarySeq@179	108.1
1B	Cluster_922|Contig2|likelySeq@649	108.1
1B	Cluster_10456|Contig1|original@317	109
1B	Cluster_6041|Contig2|original@1595	109
1B	Cluster_4296|Contig4|likelySeq@748	109.3
1B	Cluster_5913|Contig1|complementarySeq@349	109.3
1B	Cluster_5913|Contig1|likelySeq@349	109.3
1B	Cluster_2827|Contig3|likelySeq@1117	112.7
1B	Cluster_2839|Contig2|complementarySeq@643	114.7
1B	Cluster_2942|Contig10|original@2122	114.7
1B	Cluster_2942|Contig5|original@3330	114.7
1B	Cluster_2942|Contig7|original@1001	114.7
1B	Cluster_2942|Contig8|original@2662	114.7
1B	Cluster_2942|Contig9|original@4123	114.7
1B	Cluster_4659|Contig3|original@315	115.3
1B	Cluster_1342|Contig2|complementarySeq@169	115.6
1B	Cluster_1342|Contig2|likelySeq@169	115.6
1B	Cluster_1500|Contig2|original@114	115.6
1B	Cluster_16026|Contig3|original@323	115.6
1B	Cluster_2942|Contig6|original@4940	115.6
1B	Cluster_501|Contig1|likelySeq@373	115.6
1B	Cluster_5349|Contig1|likelySeq@423	115.6
1B	Cluster_1622|Contig1|original@106	115.9
1B	Cluster_1622|Contig4|original@98	115.9
1B	Cluster_4253|Contig10|original@3413	115.9
1B	Cluster_4253|Contig4|original@1978	115.9
1B	Cluster_4253|Contig6|original@4986	115.9
1B	Cluster_4253|Contig7|original@1930	115.9
1B	Cluster_8215|Contig2|original@1125	115.9
1B	Cluster_1218|Contig22|original@177	116.2
1B	Cluster_1218|Contig6|original@186	116.2
1B	Cluster_14|Contig912|original@809	116.2
1B	Cluster_4253|Contig3|original@555	116.2
1B	Cluster_4253|Contig8|original@1226	116.2
1B	Cluster_426|Contig2|likelySeq@917	116.2
1B	Cluster_426|Contig3|complementarySeq@1791	116.2
1B	Cluster_426|Contig3|likelySeq@2812	116.2
1B	Cluster_7855|Contig1|complementarySeq@617	116.2
1B	Cluster_6423|Contig1|complementarySeq@3485	116.5
1B	Cluster_10350|Contig2|likelySeq@108	116.8
1B	Cluster_1091|Contig1|original@304	116.8
1B	Cluster_6397|Contig1|original@164	116.8
1B	Cluster_6397|Contig2|complementarySeq@218	116.8
1B	Cluster_6423|Contig1|likelySeq@4049	116.8
1B	Cluster_8879|Contig1|likelySeq@859	116.8
1B	Cluster_8881|Contig2|original@2420	116.8
1B	Cluster_7527|Contig2|original@1853	118
1B	Cluster_1037|Contig1|likelySeq@367	118.3
1B	Cluster_14266|Contig1|original@382	118.3
1B	Cluster_1977|Contig5|original@2428	118.3
1B	cluster_singlet|EPO_040_284908053237|complementarySeq@80	118.3
1B	Cluster_10494|Contig2|complementarySeq@525	118.9
1B	Cluster_5853|Contig1|original@226	118.9
1B	Cluster_5853|Contig4|original@1693	118.9
1B	Cluster_2719|Contig59|original@479	119.3
1B	Cluster_5853|Contig6|original@1569	119.3
1B	Cluster_5853|Contig7|original@222	119.3
1B	Cluster_9261|Contig1|likelySeq@377	121.1
1B	Cluster_12564|Contig1|less_than_5_individuals|original@159	121.7
1B	Cluster_7241|Contig2|original@333	121.7
1B	Cluster_10145|Contig1|original@231	122
1B	Cluster_2338|Contig1|original@506	122
1B	Cluster_6905|Contig1|likelySeq@308	122
1B	Cluster_6905|Contig1|likelySeq@4226	122
1B	Cluster_7074|Contig4|original@221	122
1B	Cluster_9133|Contig2|likelySeq@721	122
1B	Cluster_9133|Contig4|original@963	122
1B	Cluster_1706|Contig1|original@127	122.3
1B	Cluster_10482|Contig2|original@152	122.9
1B	Cluster_10482|Contig3|original@302	122.9
1B	Cluster_539|Contig1|original@476	123.2
1B	Cluster_13520|Contig1|original@956	123.8
1B	Cluster_2519|Contig2|original@781	123.8
1B	Cluster_1952|Contig4|original@146	128.1
1B	Cluster_1952|Contig1|original@2583	128.4
1B	Traes_1BL_71EF97B701@1441	130
1B	Cluster_4447|Contig2|likelySeq@1118	132.1
1B	Cluster_6036|Contig1|original@535	132.6
1B	Cluster_3331|Contig2|original@253	133.1
1B	Cluster_7040|Contig1|complementarySeq@276	133.1
1B	Cluster_8541|Contig1|complementarySeq@1693	133.1
1B	Cluster_9103|Contig1|original@832	133.8
1B	Cluster_7135|Contig1|original@322	135.2
1B	Cluster_1155|Contig1|original@554	136
1B	Cluster_8728|Contig2|complementarySeq@404	136.8
1B	Cluster_6310|Contig2|original@541	137.3
1B	Cluster_6310|Contig3|complementarySeq@2177	137.3
1B	Cluster_3672|Contig1|original@249	137.6
1B	Cluster_1347|Contig1|original@1330	138.2
1B	Cluster_2844|Contig2|original@592	138.2
1B	Cluster_6507|Contig1|complementarySeq@1020	138.2
1B	Cluster_6507|Contig2|complementarySeq@1077	138.2
1B	Cluster_8934|Contig1|original@469	138.2
1B	Cluster_2844|Contig2|original@456	138.5
1B	Cluster_1710|Contig15|original@157	138.9
1B	Cluster_6938|Contig1|original@884	142.1
1B	Cluster_7376|Contig1|original@807	144.2
1B	Cluster_7989|Contig1|likelySeq@238	145.2
1B	Cluster_9846|Contig1|original@979	145.2
1B	Cluster_20375|Contig1|original@699	145.7
1B	Cluster_1227|Contig2|complementarySeq@196	147.3
1B	Cluster_1227|Contig2|likelySeq@196	147.3
1B	Cluster_8170|Contig1|complementarySeq@701	147.3
1B	Cluster_5616|Contig3|original@144	148.4
1B	Cluster_6704|Contig1|original@425	148.4
1B	Cluster_6704|Contig2|original@295	148.4
1B	Cluster_1124|Contig3|original@2064	149
1B	Cluster_11421|Contig1|complementarySeq@3084	149
1B	Cluster_200|Contig9|complementarySeq@1669	149
1B	Cluster_21728|Contig1|original@43	149
1B	Cluster_4597|Contig1|complementarySeq@1056	149
1B	Cluster_9298|Contig3|original@279	149
1B	cluster_singlet|EPO_083_2010584381856|original@217	149
1B	Cluster_36314|Contig1|less_than_5_individuals|original@140	149.3
1B	Cluster_4928|Contig1|complementarySeq@278	149.3
1B	Cluster_5815|Contig5|complementarySeq@284	149.3
1B	Cluster_4928|Contig1|complementarySeq@478	150.1
1B	cluster_singlet|EPO_071_25825891912521244930-,13780+|likelySeq@443	150.1
1B	Cluster_14642|Contig4|original@224	151
1B	Cluster_2748|Contig5|complementarySeq@811	151
1B	Cluster_3624|Contig10|original@550	151
1B	Cluster_3624|Contig11|original@525	151
1B	Cluster_3624|Contig1|original@3453	151
1B	Cluster_3624|Contig3|original@522	151
1B	Cluster_3624|Contig5|original@573	151
1B	Cluster_3624|Contig9|original@523	151
1B	Cluster_773|Contig2|original@935	151
1B	Cluster_773|Contig4|original@2052	151
1B	Cluster_14098|Contig1|likelySeq@539	155
1B	Cluster_16708|Contig1|original@142	157.1
1B	Cluster_11646|Contig2|original@1036	157.7
1B	Cluster_4353|Contig1|original@649	157.7
1B	Cluster_4353|Contig2|original@183	157.7
1B	Cluster_7926|Contig1|original@2048	158
1B	Cluster_7926|Contig2|original@988	158
1B	Cluster_7926|Contig4|original@2214	158
1B	Cluster_7517|Contig2|original@389	158.4
1B	Cluster_15443|Contig4|original@856	162.2
1B	Cluster_15443|Contig6|original@680	162.2
1B	Cluster_16662|Contig1|original@528	162.2
1B	Cluster_3289|Contig15|original@544	162.2
1B	Cluster_9496|Contig3|original@143	162.2
1B	Cluster_39999|Contig2|original@293	163.6
1B	Cluster_39999|Contig2|original@124	164.2
1B	Cluster_7758|Contig3|original@211	165.3
1B	Cluster_26116|Contig1|less_than_5_individuals|original@119	166.3
1B	Cluster_12507|Contig3|original@467	166.6
1B	Cluster_9520|Contig1|complementarySeq@847	166.6
1B	Cluster_424|Contig4|original@1502	167.3
1B	Cluster_424|Contig6|original@3347	167.3
1B	Cluster_424|Contig8|original@3291	167.3
1B	Cluster_424|Contig9|original@238	167.3
1B	Cluster_6856|Contig2|likelySeq@728	167.3
1B	Cluster_13188|Contig1|original@552	169.2
1B	Cluster_22115|Contig2|original@221	169.7
1B	Cluster_2743|Contig2|original@245	170.3
1B	Cluster_163|Contig5|original@261	171.7
1B	Cluster_10416|Contig2|original@1239	172.4
1B	Cluster_10416|Contig3|original@1188	172.4
1B	Cluster_24558|Contig2|original@294	172.9
1B	Cluster_304|Contig4|original@1275	173.5
1B	Cluster_304|Contig3|complementarySeq@1365	173.9
1B	Cluster_5926|Contig1|original@1065	173.9
1B	Cluster_4129|Contig1|original@2257	174.3
1B	Cluster_4129|Contig2|original@2259	174.3
1B	Cluster_4129|Contig3|original@495	174.3
1B	Cluster_1767|Contig1|original@1260	175.7
1B	Cluster_1767|Contig3|original@1254	175.7
1B	Cluster_4105|Contig10|original@1899	177.5
1B	Cluster_4105|Contig3|original@2721	177.5
1B	Cluster_254|Contig1|original@1224	181.4
1B	Cluster_2042|Contig2|original@948	182.8
1B	Cluster_3693|Contig1|likelySeq@2213	182.8
1B	Cluster_11047|Contig1|original@347	188.3
1B	Cluster_3775|Contig6|original@204	188.3
1B	Cluster_4197|Contig1|complementarySeq@2458	188.3
1B	Cluster_4197|Contig1|likelySeq@2458	188.3
1B	Cluster_4833|Contig12|original@1882	188.9
1B	Cluster_705|Contig4|original@465	193.2
1B	Cluster_705|Contig5|original@403	193.2
1B	Cluster_705|Contig6|original@438	193.2
1B	Cluster_8470|Contig1|likelySeq@259	193.2
1B	Cluster_1439|Contig3|original@1478	193.5
1B	Cluster_15940|Contig1|likelySeq@1357	194.4
1B	Cluster_3118|Contig2|complementarySeq@223	194.4
1B	Cluster_3118|Contig2|likelySeq@223	194.4
1B	Cluster_7968|Contig2|original@357	194.4
1B	Cluster_11794|Contig1|likelySeq@1040	194.7
1B	Cluster_15940|Contig1|likelySeq@523	194.7
1B	Cluster_18918|Contig1|original@180	194.7
1B	Cluster_18918|Contig1|original@235	194.7
1B	Cluster_236|Contig2|likelySeq@833	194.7
1B	Cluster_3750|Contig4|original@824	194.7
1B	Cluster_3892|Contig3|original@1086	194.7
1B	Cluster_3892|Contig4|original@1387	194.7
1B	Cluster_5140|Contig1|likelySeq@401	194.7
1B	Cluster_5140|Contig2|original@139	194.7
1B	Cluster_5700|Contig2|original@649	194.7
1B	cluster_singlet|EPO_086_226968841494925191+,185471+,202924-|original@221	194.7
1B	Cluster_236|Contig1|likelySeq@824	195
1B	Cluster_2953|Contig2|original@681	195.3
1B	Cluster_2953|Contig3|original@656	195.3
1B	Cluster_10382|Contig1|likelySeq@184	197.2
1B	Cluster_9318|Contig2|likelySeq@263	197.2
1B	Cluster_8213|Contig1|original@681	200.5
1B	Cluster_18594|Contig1|original@289	201.7
1B	Cluster_10012|Contig17|original@52	202.3
1B	Cluster_10776|Contig2|original@1690	202.3
1B	Cluster_10776|Contig3|original@2310	202.3
1B	Cluster_10776|Contig3|original@716	202.3
1B	Cluster_1488|Contig1|complementarySeq@1476	202.3
1B	Cluster_3896|Contig1|complementarySeq@602	202.3
1B	Cluster_3896|Contig3|complementarySeq@642	202.3
1B	Cluster_6325|Contig1|likelySeq@614	202.3
1B	Cluster_3896|Contig4|original@170	202.6
1B	Cluster_1488|Contig3|original@756	202.9
1B	Cluster_16987|Contig1|complementarySeq@294	202.9
1B	Cluster_3952|Contig3|original@603	202.9
1B	Cluster_3952|Contig6|original@725	202.9
1B	Cluster_12173|Contig2|original@636	203.2
1B	Cluster_16299|Contig1|original@536	203.5
1B	Cluster_4281|Contig1|original@134	203.8
1B	Cluster_6325|Contig2|likelySeq@977	203.8
1B	Cluster_1845|Contig1|complementarySeq@978	210.9
1B	Cluster_1845|Contig3|original@382	212.2
1B	Cluster_169|Contig1|likelySeq@860	213.7
1B	Cluster_169|Contig2|likelySeq@739	213.7
1B	Cluster_12499|Contig3|original@1525	214.6
1B	Cluster_9241|Contig2|complementarySeq@284	214.6
1B	Cluster_9241|Contig2|likelySeq@284	214.6
1B	Cluster_1498|Contig1|original@1211	214.9
1B	Cluster_1498|Contig3|original@780	214.9
1B	Cluster_17374|Contig2|original@326	214.9
1B	Cluster_18308|Contig1|original@942	214.9
1B	Cluster_1858|Contig3|original@155	214.9
1B	Cluster_1858|Contig3|original@354	214.9
1B	Cluster_400|Contig1|original@242	214.9
1B	Cluster_400|Contig3|original@322	214.9
1B	cluster_singlet|EPO_062_Contig2480|original@546	214.9
1B	Cluster_4316|Contig1|likelySeq@406	215.9
1B	Cluster_4316|Contig2|original@310	215.9
1B	Cluster_1394|Contig1|original@357	217.2
1B	Cluster_2112|Contig1|complementarySeq@2948	217.2
1B	Cluster_2112|Contig1|likelySeq@1376	217.2
1B	Cluster_15827|Contig1|original@600	217.8
1B	Cluster_20851|Contig1|original@187	220.7
1B	Cluster_3807|Contig2|original@275	222.6
1B	Cluster_20585|Contig1|original@944	226.1
1B	Cluster_1181|Contig2|original@120	226.7
1B	Cluster_1181|Contig5|original@1689	226.7
1B	Cluster_2620|Contig1|original@256	227.3
1B	Cluster_2620|Contig3|original@112	227.3
1B	Cluster_2890|Contig1|original@1653	227.3
1B	Cluster_6399|Contig3|complementarySeq@645	228.5
1B	Cluster_19231|Contig1|likelySeq@383	228.8
1B	Cluster_4598|Contig1|original@330	228.8
1B	Cluster_6274|Contig19|complementarySeq@275	241.4
1B	Cluster_6274|Contig19|likelySeq@275	241.4
1B	Cluster_6274|Contig9|original@256	241.4
1B	Cluster_2243|Contig1|original@866	242.8
1B	Cluster_2243|Contig2|original@908	242.8
1B	Cluster_4161|Contig1|original@592	244.6
1B	Cluster_4161|Contig4|original@584	244.6
1B	Cluster_8062|Contig1|original@158	244.6
1B	Cluster_8062|Contig3|original@907	244.6
1B	Cluster_1221|Contig1|original@207	244.9
1B	Cluster_11056|Contig1|complementarySeq@1833	245.7
1B	Cluster_11745|Contig1|original@397	247
1B	Cluster_1881|Contig2|original@1314	248.9
1B	Cluster_2756|Contig7|original@3083	249.3
1B	Cluster_6575|Contig1|original@748	250.2
1B	Cluster_5957|Contig3|original@240	254.5
1B	Cluster_637|Contig2|original@368	255.5
1B	Cluster_637|Contig4|complementarySeq@3158	255.5
1B	Cluster_637|Contig4|likelySeq@1996	255.5
1B	Cluster_17650|Contig3|original@192	256.2
1B	Cluster_4092|Contig4|original@290	256.2
1B	Cluster_8550|Contig1|original@936	256.2
1B	Cluster_8550|Contig2|original@903	256.2
1B	Cluster_17657|Contig2|complementarySeq@375	257.7
1B	Cluster_9750|Contig1|original@392	261.6
1B	Cluster_7820|Contig4|original@273	262.6
1B	Cluster_26341|Contig3|original@84	263.1
1B	Cluster_1204|Contig4|original@4001	269
1B	Cluster_12203|Contig2|complementarySeq@1431	269.3
1B	Cluster_9819|Contig1|original@723	269.3
1B	Cluster_9819|Contig2|complementarySeq@259	269.3
1B	Cluster_9819|Contig2|likelySeq@806	269.3
1B	Cluster_12203|Contig2|likelySeq@560	269.7
1B	Cluster_7249|Contig1|original@1072	270.2
1B	Cluster_7249|Contig3|original@723	270.2
1B	Cluster_7249|Contig4|original@293	270.2
1B	Cluster_5470|Contig1|original@1116	270.5
1B	Cluster_9114|Contig1|original@138	271.8
1B	Cluster_10813|Contig1|original@542	274.6
1B	Cluster_8138|Contig3|original@109	274.6
1B	Cluster_8138|Contig9|original@733	274.6
1B	Cluster_929|Contig1|likelySeq@516	274.6
1B	Cluster_2755|Contig1|original@78	274.9
1B	Cluster_455|Contig9|original@1123	274.9
1B	Cluster_368|Contig2|original@1619	275.8
1B	Cluster_929|Contig1|complementarySeq@2727	275.8
1B	Cluster_929|Contig2|complementarySeq@3501	275.8
1B	Cluster_485|Contig3|original@3235	276.6
1B	Cluster_275|Contig5|original@160	277
1B	Cluster_8602|Contig1|original@190	277
1B	Cluster_15709|Contig3|original@338	277.3
1B	Cluster_275|Contig4|original@1087	277.3
1B	Cluster_8602|Contig2|original@341	277.3
2A	Cluster_5454|Contig4|original@273	0
2A	Cluster_1944|Contig4|original@2208	1.6
2A	Cluster_1944|Contig2|original@790	2.6
2A	Cluster_1944|Contig4|original@1590	2.6
2A	Cluster_28|Contig10|complementarySeq@605	9.5
2A	Cluster_1056|Contig3|likelySeq@860	10.5
2A	Cluster_6298|Contig1|original@342	11.1
2A	Cluster_6298|Contig5|original@588	11.1
2A	Cluster_6349|Contig2|original@76	11.1
2A	Cluster_9899|Contig1|original@254	11.1
2A	Cluster_9899|Contig3|original@342	11.5
2A	Cluster_10074|Contig2|complementarySeq@561	11.9
2A	Cluster_10074|Contig2|likelySeq@561	11.9
2A	Cluster_1029|Contig1|original@1276	11.9
2A	Cluster_12016|Contig1|likelySeq@1001	11.9
2A	Cluster_2487|Contig2|original@2473	11.9
2A	Cluster_2487|Contig3|original@38	11.9
2A	Cluster_4996|Contig11|original@240	11.9
2A	Cluster_4996|Contig14|original@2883	11.9
2A	Cluster_4996|Contig5|original@845	11.9
